Feature,FieldID,FieldName,Importance_cv0,Importance_cv1,Importance_cv2,Importance_cv3,Importance_cv4,Importance_cv5,Importance_cv6,Importance_cv7,Importance_cv8,Importance_cv9,Importance_cv,Importance_std
20408-0.0,20408,Frequency of memory loss due to drinking alcohol in last year,0.000263842,0.00021823,0.000276036,6.37E-05,0.000107706,0.000376826,0.000286308,0.000302123,0.000293035,0.000338699,0.000252647,9.81E-05
20503-0.0,20503,Ever addicted to prescription or over-the-counter medication,0.000217584,0.000271775,0.000386485,0.000428622,9.47E-05,0.00034229,6.24E-05,0.000170934,0.000294838,0.000252387,0.000252207,0.000119297
99999991-0.0,99999991,Unusual and psychotic experiences,0.000270173,0.00022974,0.000324823,0.000151038,4.30E-05,0.000220109,4.91E-05,0.000731396,0.000458884,3.23E-05,0.000251054,0.000216815
1528-0.0,1528,Water intake,0.000271755,0.000127626,0.000185951,0.000257299,0.000342086,0.000101898,0.000422832,0.0004192,0.000192812,0.000167221,0.000248868,0.000114808
23109-0.0,23109,Impedance of arm (right),0.000272034,0.000213458,0.000256644,0.000261695,0.000188776,0.000267729,0.000236371,0.00024934,0.000289789,0.000184155,0.000241999,3.58E-05
23108-0.0,23108,Impedance of leg (left),0.000199277,0.000230573,0.000286817,0.000219443,0.00014939,0.000295203,0.000160177,0.000348301,0.000279584,0.000236504,0.000240527,6.26E-05
23114-0.0,23114,Leg predicted mass (right),0.000420991,0.00014194,0.000215139,8.28E-05,0.000216841,0.000352304,0.000379612,0.000175499,0.000190235,0.000208553,0.000238392,0.000109515
23101-0.0,23101,Whole body fat-free mass,0.000814831,0.000253275,0.000134214,0.000159663,0.000102563,0.000371565,0.000149369,0.00015431,8.75E-05,0.00014438,0.000237168,0.00021917
20490-0.0,20490,Sexually molested as a child,0.000323016,0.000147961,0.00012323,8.74E-05,0.00052034,0.000334942,0.000109599,0.000421291,0.000133759,0.000121564,0.000232312,0.000154372
23105-0.0,23105,Basal metabolic rate,0.000320516,0.000205638,0.000352984,0.000188469,0.000129329,0.00025206,0.00022445,0.000179093,0.000309673,0.000153747,0.000231596,7.53E-05
20404-0.0,20404,Ever physically dependent on alcohol,4.80E-05,8.25E-05,6.07E-05,8.01E-05,0.0005162,0.00034353,0.000353555,0.000334951,0.000339069,0.000142612,0.000230122,0.000165537
2306-0.0,2306,Weight change compared with 1 year ago,0.000164877,0.000231105,0.000426635,0.000105684,0.000219229,0.000258698,0.000308271,0.000247998,0.000183558,0.000145211,0.000229127,9.13E-05
1950-0.0,1950,Sensitivity / hurt feelings,0.000242246,0.000201738,0.000145117,0.000128806,0.000238615,0.000252937,0.000111684,0.000533555,0.000330983,8.16E-05,0.00022673,0.000132181
1558-0.0,1558,Alcohol intake frequency.,0.000376027,0.00012301,0.000139875,0.000122105,0.000199212,0.000251117,0.000219531,0.000349705,0.000140207,0.000291174,0.000221196,9.39E-05
3426-0.0,3426,Job involves night shift work,0.000157475,0.000279665,0.000399751,0.000277435,0.000283942,0.0001697,8.41E-05,0.000147807,0.000105547,0.000302865,0.000220825,0.000101842
4196-0.0,4196,Pulse wave peak to peak time,0.000235431,0.000285202,0.000212858,0.00014241,0.000138933,0.000259949,0.00022253,0.000206147,0.000206686,0.000220501,0.000213064,4.55E-05
1080-0.0,1080,Time spent using computer,0.000210484,0.000189403,0.000282125,0.000207329,0.000317669,0.000182718,0.000176837,8.07E-05,0.000239609,0.000191799,0.000207866,6.41E-05
23130-0.0,23130,Trunk predicted mass,0.000456399,0.000192945,0.00016967,0.000128213,0.000182815,0.000180966,0.000248855,0.000148061,0.000159117,0.000166885,0.000203393,9.44E-05
20419-0.0,20419,Difficulty concentrating during worst period of anxiety,8.03E-05,0.000237148,0.000294539,0.000219527,0.000311745,0.000158385,0.000206538,0.000279339,6.17E-06,0.000144247,0.000193796,9.77E-05
23129-0.0,23129,Trunk fat-free mass,0.000401126,0.00023833,0.000168818,0.000142004,0.000179956,0.000171099,0.000167367,0.000151608,0.000177583,0.000123298,0.000192119,7.93E-05
20537-0.0,20537,Frequency of difficulty controlling worry during worst period of anxiety,6.29E-05,0.000135585,0.000246904,0.000133234,0.000354211,0.00026323,0.000239655,0.000166723,0.000121826,0.000186609,0.000191092,8.53E-05
23120-0.0,23120,Arm fat mass (right),0.000291941,0.000220305,0.000174917,8.51E-05,0.000127532,0.000154473,0.000132688,0.000330537,0.000135172,0.000247641,0.00019003,7.96E-05
22034-0.0,22034,Summed minutes activity,0.000145609,0.000166787,0.000310385,0.000253489,0.000214048,0.00020005,0.000127968,0.000153187,0.000205472,0.000120568,0.000189756,5.96E-05
23099-0.0,23099,Body fat percentage,5.00E-05,8.81E-05,9.96E-05,0.000310121,0.000251089,0.000124607,0.000257584,0.000299085,0.00017334,0.000218587,0.000187208,9.31E-05
4598-0.0,4598,Ever depressed for a whole week,0.000239262,0.000154191,0.000361389,0.000207321,3.96E-05,0.000130703,0.000149396,0.000257925,6.24E-05,0.00024448,0.000184671,9.70E-05
2473-0.0,2473,Other serious medical condition/disability diagnosed by doctor,2.56E-05,0.000216261,0.000209551,6.39E-05,0.00014156,0.000173353,0.000266526,0.000221184,0.000388408,0.000100371,0.000180669,0.000105401
23102-0.0,23102,Whole body water mass,0.00040176,0.000217873,0.000119532,0.000175439,6.76E-05,0.000111177,0.000197372,0.000155344,0.000133516,0.000170195,0.000174982,9.10E-05
20448-0.0,20448,Professional informed about depression,7.16E-05,8.44E-05,0.000602871,4.30E-05,8.07E-05,0.000307115,0.000115164,0.0002981,0.000113105,2.26E-05,0.000173873,0.000179971
23123-0.0,23123,Arm fat percentage (left),0.000136017,0.000174578,0.000174675,0.000167961,0.000197916,0.000184601,0.000143813,0.000215993,0.000178248,0.000155155,0.000172896,2.40E-05
1498-0.0,1498,Coffee intake,0.000123041,0.000142593,0.000305024,6.59E-05,0.00018766,0.000161788,0.000321344,7.02E-05,0.000142123,0.000172208,0.000169182,8.57E-05
20438-0.0,20438,Duration of worst depression,8.32E-05,6.90E-05,8.20E-05,0.000343362,4.48E-05,0.000246948,7.98E-05,0.00015164,0.000287366,0.000271429,0.000165947,0.000110312
23110-0.0,23110,Impedance of arm (left),0.000189174,0.000190216,0.000136421,0.00018115,0.000140793,0.000105856,0.000201089,0.000219988,0.000133735,0.000158354,0.000165678,3.61E-05
1618-0.0,1618,Alcohol usually taken with meals,0.000156434,0.000173769,8.58E-05,8.29E-05,0.000202268,0.000251086,9.37E-05,0.00027102,0.000208895,0.000104802,0.000163067,6.98E-05
99999994-0.0,99999994,PHQ4,4.69E-05,0.000127754,0.000123389,0.00042722,0.000155525,0.000283058,0.000112473,8.84E-05,9.78E-05,0.000132081,0.000159463,0.000112431
5057-0.0,5057,Number of older siblings,5.75E-05,0.000142081,0.000112172,0.000255338,9.23E-05,0.00018659,0.000154847,0.000191748,0.000179538,0.000191506,0.000156367,5.75E-05
23127-0.0,23127,Trunk fat percentage,0.000195648,0.000115848,0.000143569,0.000195653,0.000121099,0.000132626,0.000163434,0.000210138,0.000143739,0.000141342,0.00015631,3.34E-05
20459-0.0,20459,General happiness with own health,0.000126926,8.61E-05,0.000176705,0.000271756,6.34E-05,0.000183146,9.34E-05,0.000186944,8.63E-05,0.000248595,0.000152319,7.23E-05
23106-0.0,23106,Impedance of whole body,0.00020618,0.000112788,0.000182206,0.000144425,0.000100451,0.0001748,0.000122525,0.000212886,0.000101574,0.000157643,0.000151548,4.19E-05
1379-0.0,1379,Lamb/mutton intake,1.45E-05,9.29E-05,0.000177112,0.000136411,0.000257591,0.000295336,0.000174873,0.000160112,0.000139952,6.54E-05,0.000151417,8.38E-05
2080-0.0,2080,Frequency of tiredness / lethargy in last 2 weeks,2.45E-05,0.000168232,0.000177896,0.000124983,6.32E-05,5.07E-05,6.06E-05,0.000267208,0,0.00056487,0.00015021,0.000167081
4609-0.0,4609,Longest period of depression,1.83E-05,0.000138814,0.000238431,0.000128647,0.000135951,0.000266829,0.000134243,0.000125586,0.000160716,0.000124204,0.000147173,6.76E-05
5375-0.0,5375,Longest period of unenthusiasm / disinterest,0.000122265,0.000101815,7.94E-05,0.000111723,0.000173997,0.000177868,0.000233306,0.000146637,0.000184887,0.000111618,0.000144348,4.74E-05
20413-0.0,20413,Frequency of inability to cease drinking in last year,8.44E-05,0.000144314,0.000152127,6.38E-05,0.000131347,0.0001448,5.85E-05,0.000204627,0.000153503,0.000280352,0.00014178,6.65E-05
20405-0.0,20405,"Ever had known person concerned about, or recommend reduction of, alcohol consumption",0.000196976,0.000144593,3.53E-05,6.56E-05,4.21E-05,0.000206084,0.000161924,9.24E-06,0.000408104,0.000125782,0.000139562,0.00011709
4195-0.0,4195,Pulse wave reflection index,0.000151164,0.000104463,0.000210979,0.000106895,0.000185962,0.000122297,0.000124269,0.000147112,0.00012915,0.000107524,0.000138981,3.56E-05
99999999-0.0,99999999,Anxiety,9.17E-05,8.76E-05,0.00017906,6.26E-05,0.000125359,8.53E-05,0.00021963,0.000312621,0.000117658,0.000102577,0.000138409,7.73E-05
738-0.0,738,Average total household income before tax,0.000103452,8.60E-05,0.000142193,0.000122096,0.000100693,0.000146581,0.000164457,0.000209839,0.000108261,6.93E-05,0.000125281,4.15E-05
6325-2.0,6325,Duration to entering symbol choice,4.91E-05,9.51E-05,0.000110712,0.000146074,0.000186214,0.000211375,8.51E-05,0.000117727,0.000106782,0.000132174,0.000124028,4.78E-05
20509-0.0,20509,Recent inability to stop or control worrying,5.78E-05,0.00015092,9.23E-05,7.28E-05,0.000122171,0.000103993,0.000138628,0.000184044,0.000107627,0.000117954,0.000114824,3.71E-05
1920-0.0,1920,Mood swings,8.75E-05,8.95E-05,8.80E-05,3.10E-05,0.000112203,0.000242591,0.000189041,8.65E-05,0.00017488,3.95E-05,0.000114069,6.75E-05
20540-0.0,20540,Multiple worries during worst period of anxiety,6.93E-05,0.000145528,0.000122212,6.32E-05,1.33E-05,0.000127427,0.000190865,0.000112696,8.77E-05,0.000183678,0.000111585,5.51E-05
20532-0.0,20532,Did your sleep change?,0.000156952,0.000169284,8.48E-05,0.000138222,0.000146174,0.000155891,1.93E-05,8.73E-05,0.000111381,4.63E-05,0.00011156,5.09E-05
4559-0.0,4559,Family relationship satisfaction,7.40E-05,0.000134717,0.000128883,0.000140215,8.92E-05,4.81E-05,7.71E-05,0.0001599,0.000123591,0.000121232,0.000109698,3.55E-05
20460-0.0,20460,Belief that own life is meaningful,0.00018033,5.01E-05,9.09E-05,8.90E-05,8.21E-05,0.000113164,0.00015774,0.000114177,4.92E-05,0.000161254,0.000108805,4.56E-05
1120-0.0,1120,Weekly usage of mobile phone in last 3 months,0.00018171,0.000115501,7.75E-05,0.000126161,7.67E-05,0.000142361,4.77E-05,8.23E-05,9.32E-05,0.000121485,0.000106461,3.89E-05
21004-2.0,21004,Number of puzzles correct,0.000112248,6.90E-05,4.32E-05,4.77E-05,6.86E-05,0.000355364,8.71E-05,8.27E-05,0.000120778,5.69E-05,0.000104345,9.18E-05
4194-0.0,4194,Pulse rate,0.000108936,7.16E-05,0.000127958,0.000128282,0.000194162,8.36E-05,0.000111712,8.93E-05,4.46E-05,8.15E-05,0.000104171,4.09E-05
20534-0.0,20534,Sleeping too much,5.65E-05,7.73E-05,6.56E-05,6.28E-05,7.47E-05,0.000166553,0.000152756,0.000113643,7.83E-05,0.000188766,0.000103687,4.86E-05
22033-0.0,22033,Summed days activity,0.000126571,8.94E-05,0.000164729,7.73E-05,0.000149714,8.83E-05,8.23E-05,0.000111371,7.57E-05,5.59E-05,0.000102126,3.51E-05
20497-0.0,20497,Repeated disturbing thoughts of stressful experience in past month,8.75E-05,6.00E-05,0.000106021,8.79E-05,0.000216418,4.47E-05,0.000109119,0.000100837,9.08E-05,8.95E-05,9.93E-05,4.57E-05
20418-0.0,20418,Impact on normal roles during worst period of anxiety,0.00017385,4.72E-05,0.000139009,7.18E-05,8.32E-05,0.000158265,5.52E-05,8.08E-05,9.95E-05,8.09E-05,9.90E-05,4.34E-05
20548-0.0-9,20548,Manifestations of mania or irritability,9.73E-06,0.00016273,3.49E-05,0.000118624,2.24E-05,0.000350379,3.55E-05,0.00011374,9.66E-05,4.19E-05,9.87E-05,0.000101702
6348-2.0,6348,Duration to complete numeric path (trail #1),0.00015105,9.51E-05,3.45E-05,0.000140993,4.61E-05,9.00E-05,0.000196304,6.73E-05,8.72E-05,7.08E-05,9.79E-05,5.05E-05
20458-0.0,20458,General happiness,0.00011181,0.000107574,6.78E-05,4.62E-05,7.88E-05,0.000176624,6.26E-05,0.000114958,8.18E-05,0.000119207,9.67E-05,3.75E-05
4631-0.0,4631,Ever unenthusiastic/disinterested for a whole week,0.000117575,7.82E-05,7.95E-05,7.46E-05,3.43E-05,0.000165629,9.03E-05,7.98E-05,0.000115376,0.000122194,9.57E-05,3.58E-05
894-0.0,894,Duration of moderate activity,0.000234537,4.73E-05,8.66E-05,0.000120484,0.000113647,6.54E-05,9.41E-05,5.41E-05,6.46E-05,6.20E-05,9.43E-05,5.51E-05
1717-0.0,1717,Skin colour,1.62E-05,4.40E-05,5.89E-05,0.000100713,0.000125735,3.12E-05,0.000122107,0.000120934,0.00023091,8.50E-05,9.36E-05,6.25E-05
23125-0.0,23125,Arm fat-free mass (left),8.30E-05,8.55E-05,7.32E-05,9.25E-05,3.19E-05,0.000210842,5.79E-05,9.15E-05,4.93E-05,0.000137372,9.13E-05,5.08E-05
6773-2.0,6773,Interval between previous point and current one in alphanumeric path (trail #2),6.01E-05,0.000102886,0.000156174,0.000162399,7.27E-05,3.34E-05,5.71E-05,7.61E-05,8.38E-05,0.000107973,9.13E-05,4.19E-05
20468-0.0,20468,Ever believed in an un-real conspiracy against self,4.67E-05,0.000150289,0,0,0.000106843,2.11E-05,0.000185227,0.000124685,0.000185624,7.92E-05,9.00E-05,7.17E-05
20409-0.0,20409,Frequency of feeling guilt or remorse after drinking alcohol in last year,2.68E-05,0.000104386,7.15E-05,1.34E-05,0.00011211,0.00020171,6.81E-05,5.70E-05,0.000142132,8.86E-05,8.86E-05,5.54E-05
20527-0.0,20527,Been involved in combat or exposed to war-zone,1.58E-05,0.000113418,5.41E-05,8.25E-05,0.00022178,0.000108435,6.97E-05,1.78E-05,6.69E-05,0.000127787,8.78E-05,6.02E-05
20520-0.0,20520,Recent worrying too much about different things,1.89E-05,8.16E-05,0.00012744,0.000128358,4.37E-05,4.45E-05,0.000103759,0.000126974,0.00012615,6.57E-05,8.67E-05,4.16E-05
20535-0.0,20535,Waking too early,7.85E-05,0.000130721,0.000208585,3.27E-05,7.66E-05,7.20E-05,7.58E-05,6.53E-05,6.00E-05,6.62E-05,8.66E-05,4.92E-05
20510-0.0,20510,Recent feelings of depression,8.64E-05,0.00011122,1.51E-05,7.61E-05,0.00022786,7.22E-05,4.18E-05,0.000103363,8.34E-05,4.34E-05,8.61E-05,5.79E-05
20505-0.0,20505,Recent easy annoyance or irritability,5.73E-05,5.44E-05,4.85E-05,3.07E-05,7.28E-05,0.000271911,6.31E-05,8.69E-05,9.91E-05,4.75E-05,8.32E-05,6.92E-05
20551-0.0-1,20551,Substance of prescription or over-the-counter medication addiction,7.24E-05,0.000124642,0.000147193,0.000130481,1.46E-05,5.37E-05,5.57E-05,5.18E-06,6.50E-05,0.000161653,8.31E-05,5.48E-05
20514-0.0,20514,Recent lack of interest or pleasure in doing things,0.000130076,6.82E-05,5.73E-05,1.53E-05,7.85E-05,0.00016436,5.39E-05,7.16E-05,8.51E-05,9.23E-05,8.17E-05,4.13E-05
20016-0.0,20016,Fluid intelligence score,4.41E-05,0.000103379,0.000166994,7.83E-05,8.05E-05,5.84E-05,6.79E-05,6.20E-05,7.29E-05,6.63E-05,8.01E-05,3.43E-05
1130-0.0,1130,Hands-free device/speakerphone use with mobile phone in last 3 month,0.000166346,6.23E-05,0.000164713,0.000104938,6.47E-05,2.68E-05,6.61E-05,2.57E-05,4.71E-05,7.17E-05,8.00E-05,5.05E-05
20544-0.0-3,20544,Depression diagnosed by professional,6.98E-05,5.43E-05,0,0.000180068,0.000202278,0.000111679,5.42E-05,1.18E-05,6.43E-05,3.96E-05,7.88E-05,6.69E-05
1727-0.0,1727,Ease of skin tanning,9.25E-05,4.32E-05,0.000155135,6.29E-05,0.000112459,3.87E-05,3.90E-05,8.14E-05,6.82E-05,7.99E-05,7.74E-05,3.64E-05
1319-0.0,1319,Dried fruit intake,8.20E-05,8.03E-05,8.64E-05,3.78E-05,0.000103889,3.48E-05,4.54E-05,8.51E-05,0.000105603,9.74E-05,7.59E-05,2.68E-05
1767-0.0,1767,Adopted as a child,0.000131794,9.74E-05,7.83E-05,7.29E-05,0.000100877,1.34E-05,8.10E-05,0,0.000115406,6.28E-05,7.54E-05,4.17E-05
884-0.0,884,Number of days/week of moderate physical activity 10+ minutes,5.56E-05,7.21E-05,4.97E-05,9.13E-05,9.75E-05,9.10E-05,5.46E-05,9.37E-05,8.52E-05,5.38E-05,7.44E-05,1.93E-05
1518-0.0,1518,Hot drink temperature,9.06E-05,5.89E-05,7.51E-05,8.60E-05,0.000154333,7.37E-05,6.48E-05,2.61E-05,3.67E-05,7.04E-05,7.37E-05,3.48E-05
904-0.0,904,Number of days/week of vigorous physical activity 10+ minutes,6.92E-05,5.09E-05,4.47E-05,7.87E-05,0.000101005,4.37E-05,1.00E-04,7.77E-05,6.94E-05,8.41E-05,7.19E-05,2.07E-05
20525-0.0,20525,Able to pay rent/mortgage as an adult,8.14E-05,3.51E-05,8.85E-05,0.0001126,5.56E-05,4.70E-05,4.34E-05,5.38E-05,8.21E-05,0.000109176,7.09E-05,2.77E-05
1389-0.0,1389,Pork intake,6.78E-05,1.90E-05,0.000202791,8.41E-05,5.25E-05,7.76E-05,2.97E-05,7.22E-05,5.80E-05,3.23E-05,6.96E-05,5.16E-05
816-0.0,816,Job involves heavy manual or physical work,9.67E-05,3.55E-05,9.01E-05,3.45E-05,0.00018971,7.06E-05,3.87E-05,3.85E-05,4.41E-05,5.61E-05,6.94E-05,4.80E-05
23324-2.0,23324,Number of symbol digit matches made correctly,3.01E-05,4.96E-05,0.000166902,7.39E-05,3.37E-05,6.48E-05,9.93E-05,5.00E-05,7.61E-05,4.92E-05,6.94E-05,4.01E-05
3761-0.0,3761,"Age hay fever, rhinitis or eczema diagnosed",0.000152661,4.15E-05,7.70E-05,5.83E-05,0.000123954,8.26E-05,3.03E-05,2.52E-05,3.74E-05,4.53E-05,6.74E-05,4.23E-05
23121-0.0,23121,Arm fat-free mass (right),0.000111815,6.35E-05,7.70E-05,6.83E-05,8.13E-05,5.26E-05,6.17E-05,6.57E-05,4.86E-05,4.11E-05,6.72E-05,1.99E-05
1269-0.0,1269,Exposure to tobacco smoke at home,1.41E-05,3.88E-05,0,9.12E-05,0.000141349,1.68E-05,5.76E-05,0.000127924,7.93E-05,8.91E-05,6.56E-05,4.85E-05
1628-0.0,1628,Alcohol intake versus 10 years previously,6.09E-05,5.68E-05,2.73E-05,0.000212819,7.63E-05,5.24E-05,4.11E-05,1.54E-05,6.58E-05,4.66E-05,6.56E-05,5.48E-05
4285-0.0,4285,Time to complete test,3.73E-05,4.38E-05,0.000102039,8.83E-05,0.000128893,7.12E-05,3.89E-05,7.23E-05,2.56E-05,4.49E-05,6.53E-05,3.32E-05
20507-0.0,20507,Recent feelings of inadequacy,0.000206619,3.28E-05,5.90E-05,4.21E-05,4.79E-05,8.23E-05,5.43E-05,7.84E-05,4.89E-05,0,6.52E-05,5.48E-05
1359-0.0,1359,Poultry intake,0.000161002,3.85E-05,0.000109151,8.84E-05,4.63E-05,9.27E-05,7.04E-06,1.97E-05,5.94E-05,2.51E-05,6.47E-05,4.78E-05
20515-0.0,20515,Recent trouble relaxing,0.000165216,3.55E-05,3.85E-06,8.76E-05,5.74E-05,3.44E-05,3.85E-05,8.32E-05,5.89E-05,5.15E-05,6.16E-05,4.38E-05
5364-0.0,5364,Average weekly intake of other alcoholic drinks,9.99E-06,5.72E-05,4.19E-05,4.24E-05,8.59E-05,4.35E-05,4.79E-05,5.04E-05,8.37E-05,0.000149497,6.12E-05,3.78E-05
5496-0.0,5496,Leg pain when walking ever disappears while walking,9.32E-06,8.60E-05,2.03E-05,2.97E-05,0.000197289,2.87E-05,6.39E-05,6.69E-05,4.23E-05,6.63E-05,6.11E-05,5.37E-05
20548-0.0-3,20548,Manifestations of mania or irritability,8.22E-05,7.53E-05,7.89E-06,0.000148391,4.54E-05,9.08E-05,7.29E-06,5.61E-05,9.60E-05,0,6.09E-05,4.73E-05
2020-0.0,2020,"Loneliness, isolation",5.36E-05,2.46E-05,9.69E-05,3.17E-05,9.54E-05,1.74E-05,3.68E-05,0.000170042,4.92E-05,2.43E-05,6.00E-05,4.78E-05
20415-0.0,20415,Ongoing addiction to alcohol,3.44E-05,0,5.38E-05,1.80E-05,0.000119489,0.000170903,5.05E-05,6.60E-05,2.04E-05,6.36E-05,5.97E-05,5.12E-05
5518-0.0,5518,Leg pain on walking : effect of standing still,1.15E-05,6.14E-05,0,0.000133321,0.000135676,5.06E-05,7.81E-05,6.16E-05,2.91E-05,3.07E-05,5.92E-05,4.63E-05
1070-0.0,1070,Time spent watching television (TV),3.82E-05,0.000101997,9.65E-05,3.36E-05,4.35E-05,4.92E-05,1.19E-05,0.000112848,6.13E-05,3.88E-05,5.88E-05,3.37E-05
20126-0.0,20126,Bipolar and major depression status,0.0001621,4.56E-06,4.17E-05,4.53E-05,6.32E-05,3.79E-05,4.54E-05,6.59E-05,7.16E-05,4.60E-05,5.84E-05,4.10E-05
2887-0.0,2887,Number of cigarettes previously smoked daily,4.26E-05,5.34E-05,4.47E-05,4.35E-05,8.16E-05,9.24E-05,4.32E-05,3.55E-05,7.60E-05,6.41E-05,5.77E-05,1.96E-05
1408-0.0,1408,Cheese intake,6.66E-05,2.13E-05,0.000157422,4.15E-05,7.75E-05,1.62E-05,4.98E-05,5.33E-05,3.14E-05,5.51E-05,5.70E-05,4.01E-05
23126-0.0,23126,Arm predicted mass (left),0.0001199,6.49E-05,1.82E-05,0.000101098,2.31E-05,6.69E-05,1.78E-05,2.72E-05,3.96E-05,6.14E-05,5.40E-05,3.56E-05
1787-0.0,1787,Maternal smoking around birth,1.80E-05,3.17E-05,7.65E-05,1.10E-05,8.89E-05,2.36E-05,6.17E-05,2.30E-05,0.000126638,7.88E-05,5.40E-05,3.83E-05
20506-0.0,20506,Recent feelings or nervousness or anxiety,6.06E-05,6.12E-05,5.67E-05,2.55E-05,6.09E-05,2.46E-05,7.62E-05,7.54E-05,5.87E-05,6.69E-06,5.06E-05,2.34E-05
1060-0.0,1060,Time spent outdoors in winter,9.32E-05,3.58E-05,0.000103393,1.59E-05,5.25E-05,4.55E-05,6.35E-05,5.75E-05,1.86E-05,1.67E-05,5.03E-05,3.06E-05
20417-0.0,20417,"Tense, sore, or aching muscles during worst period of anxiety",2.31E-05,7.21E-05,6.49E-05,4.30E-05,5.97E-05,3.38E-05,3.36E-05,0.000134324,2.44E-05,1.30E-05,5.02E-05,3.53E-05
6351-2.0,6351,Total errors traversing alphanumeric path (trail #2),7.40E-05,2.55E-05,3.10E-06,0.000121549,7.41E-05,4.58E-05,2.10E-05,5.83E-05,2.02E-05,5.74E-05,5.01E-05,3.49E-05
1940-0.0,1940,Irritability,4.79E-05,2.05E-05,5.36E-05,3.44E-05,5.98E-05,3.39E-05,3.71E-05,6.37E-05,3.09E-05,9.71E-05,4.79E-05,2.21E-05
2030-0.0,2030,Guilty feelings,2.37E-05,3.70E-05,3.44E-05,3.53E-05,3.48E-05,1.03E-05,9.28E-05,1.63E-05,0.000142951,4.37E-05,4.71E-05,4.04E-05
20420-0.0,20420,Longest period spent worried or anxious,3.08E-05,4.95E-05,3.89E-05,3.95E-05,0.000125729,4.83E-05,3.16E-05,3.50E-05,3.19E-05,3.99E-05,4.71E-05,2.84E-05
23122-0.0,23122,Arm predicted mass (right),8.55E-05,5.18E-05,5.16E-05,3.83E-05,6.22E-05,7.27E-05,7.80E-06,6.00E-05,1.85E-05,1.10E-05,4.59E-05,2.65E-05
20197-2.0,20197,Number of word pairs correctly associated,3.18E-05,6.96E-05,2.62E-05,3.05E-05,0.000111066,2.66E-05,3.25E-05,2.88E-05,4.40E-05,3.61E-05,4.37E-05,2.69E-05
20428-0.0,20428,Professional informed about anxiety,0.000115066,2.82E-05,1.86E-05,3.21E-05,4.96E-05,3.38E-05,2.91E-05,1.39E-05,4.59E-05,6.12E-05,4.27E-05,2.91E-05
1031-0.0,1031,Frequency of friend/family visits,4.42E-05,4.96E-05,2.84E-05,3.66E-05,1.33E-05,4.36E-05,4.59E-05,9.63E-05,4.60E-05,2.23E-05,4.26E-05,2.23E-05
20512-0.0,20512,Recent feelings of foreboding,2.57E-05,2.54E-05,2.25E-05,1.45E-05,3.87E-05,6.14E-05,4.03E-05,3.30E-05,5.31E-05,0.000104568,4.19E-05,2.62E-05
1697-0.0,1697,Comparative height size at age 10,2.94E-05,1.59E-05,4.90E-05,3.71E-05,1.79E-05,4.51E-05,3.76E-05,1.80E-05,0.000130948,3.65E-05,4.18E-05,3.34E-05
1170-0.0,1170,Getting up in morning,6.20E-05,1.36E-05,7.57E-05,1.76E-05,4.33E-05,7.87E-05,3.10E-05,3.27E-05,4.22E-05,1.84E-05,4.15E-05,2.37E-05
20544-0.0-6,20544,Depression diagnosed by professional,2.15E-05,3.56E-05,4.72E-05,2.95E-05,8.12E-05,6.12E-05,2.68E-05,6.17E-05,3.17E-06,3.09E-05,3.99E-05,2.30E-05
4282-0.0,4282,Maximum digits remembered correctly,1.23E-05,2.34E-05,0.000124805,7.23E-06,0.00013173,2.65E-05,4.68E-06,2.25E-05,6.14E-06,3.88E-05,3.98E-05,4.78E-05
20530-0.0,20530,Witnessed sudden violent death,2.25E-05,3.71E-05,9.92E-05,3.52E-05,4.04E-05,6.66E-06,3.68E-05,4.02E-06,5.35E-05,4.61E-05,3.82E-05,2.68E-05
2178-0.0,2178,Overall health rating,6.86E-05,4.11E-05,3.37E-05,2.96E-05,2.46E-05,6.51E-05,8.76E-06,3.65E-05,3.25E-05,4.07E-05,3.81E-05,1.78E-05
1970-0.0,1970,Nervous feelings,1.21E-05,4.07E-05,6.77E-05,3.62E-06,8.03E-05,4.49E-06,6.98E-05,2.21E-05,5.30E-05,2.68E-05,3.81E-05,2.84E-05
20494-0.0,20494,Felt irritable or had angry outbursts in past month,5.21E-05,1.17E-05,4.56E-05,2.06E-05,9.18E-05,2.13E-05,2.36E-05,3.68E-05,3.19E-05,2.87E-05,3.64E-05,2.29E-05
2237-0.0,2237,Plays computer games,4.83E-05,1.85E-05,0.000154166,2.15E-05,2.54E-05,9.24E-06,3.46E-05,2.87E-05,4.23E-06,1.52E-05,3.60E-05,4.34E-05
6183-0.0,6183,Number of cigarettes previously smoked daily (current cigar/pipe smokers),0,4.09E-05,2.22E-05,1.72E-05,2.72E-05,5.85E-05,4.97E-05,5.31E-05,7.55E-05,1.53E-05,3.60E-05,2.34E-05
399-0.1,399,Number of incorrect matches in round,7.68E-05,3.55E-05,2.22E-05,2.00E-05,1.99E-05,1.81E-05,2.29E-05,3.79E-05,2.07E-05,7.28E-05,3.47E-05,2.22E-05
1960-0.0,1960,Fed-up feelings,9.67E-06,6.47E-05,0,1.01E-05,3.74E-05,8.39E-05,3.94E-06,5.59E-05,4.31E-05,3.62E-05,3.45E-05,2.83E-05
20491-0.0,20491,Someone to take to doctor when needed as a child,7.63E-06,1.77E-05,8.76E-05,3.42E-06,8.49E-05,5.58E-05,4.90E-06,4.35E-05,1.72E-05,1.02E-05,3.33E-05,3.27E-05
