Feature,Importance,FieldID,FieldName
20500-0.0,0.1600967527480093,20500,Suffering mental distress 
20450-0.0,0.13411177783175335,20450,Feelings of worthlessness
20433-0.0,0.0896842170578533,20433,Age at first episode of depression
2100-0.0,0.08143295521582579,2100,Seen psychiatrists for  anxiety/depression
20437-0.0,0.07577805242480173,20437,Thoughts of death during depression
20499-0.0,0.05692468920306532,20499,Ever sought/received help for mental distress
20544-0.0-11,0.040250469238449216,20544,Depression diagnosed by professional
20531-0.0,0.03434970697255414,20531,Victim of sexual assault
20489-0.0,0.025219329541324158,20489,Felt loved as a child
2149-0.0,0.02064393320291026,2149,Lifetime number of sexual partners
20487-0.0,0.019136718262087488,20487,Felt hated by family member as a child
20523-0.0,0.018474644564783427,20523,Physical violence by partners
99999992-0.0,0.016940616970462365,99999992,Traumatic events
20521-0.0,0.013779080326723413,20521,Belittlement by partners
20162-0.0,0.013352703770791915,20162,Smoking years as proportion of life span
20436-0.0,0.011274078971707877,20436,Fraction of day affected during depression
20546-0.0-4,0.011113895599027021,20546,Drugs or alcohol  taken for depression
2139-0.0,0.010245313846533393,2139,Age first had sexual intercourse
20513-0.0,0.009766670797963907,20513,Recent thoughts of suicide or self-harm
189-0.0,0.008626296457408318,189,Townsend deprivation index 
20441-0.0,0.008449872321303335,20441,Prolonged loss of interest in normal activities
699-0.0,0.00680786139887812,699,Length of time at current address
20461-0.0,0.005821885079760444,20461,Age at first psychotic experience
3669-0.0,0.005000210217635443,3669,Number of same-sex sexual partners
20488-0.0,0.004851469256329291,20488,Physically abused by family as a child
20455-0.0,0.0041375776526569675,20455,Age when last took cannabis
20161-0.0,0.0037783734461462855,20161,Pack years of smoking
1883-0.0,0.003088547509803387,1883,Number of full sisters
680-0.0,0.0030387408433548368,680,Own or rent accommodation lived in
99999995-0.0,0.002916519276235594,99999995,Mental distress
1458-0.0,0.002880765700783371,1458,Cereal intake
20454-0.0,0.0028596535123043406,20454,Maximum frequency of taking cannabis
20536-0.0,0.00217466599027424,20536,Weight change during worst episode of depression
20493-0.0,0.001832175330521755,20493,Severity of problems due to mania or irritability
1930-0.0,0.0018259807452476408,1930,Miserableness
2159-0.0,0.0018130700355825117,2159,Ever had same-sex intercourse
99999998-0.0,0.001769398130060679,99999998,Depression symptom
2946-0.0,0.0017248577838623511,2946,Father's age
20501-0.0,0.0015965844262693506,20501,Ever had period of mania / excitability
20406-0.0,0.0015602866665153572,20406,Ever addicted to alcohol
20522-0.0,0.0015388191443046584,20522,Been in a confiding relationship as an adult
20414-0.0,0.0015381506675124553,20414,Frequency of drinking alcohol
1299-0.0,0.001477770348145322,1299,Salad / raw vegetable intake
20453-0.0,0.0014558387384374454,20453,Ever taken cannabis
23111-0.0,0.0014409430074242722,23111,Leg fat percentage (right)
2050-0.0,0.0014189931322918091,2050,Frequency of depressed mood in last 2 weeks
21000-0.0,0.0013741944463261755,21000,Ethnic background
20410-0.0,0.001318755147045011,20410,Age when known person last commented about drinking habits
21022-0.0,0.0013184091542926119,21022,Age at recruitment
20465-0.0,0.001310234965061277,20465,Number of times heard an un-real voice
20440-0.0,0.0012976639349895252,20440,Impact on normal roles during worst period of depression
20466-0.0,0.0012814184705878173,20466,Ever prescribed a medication for unusual or psychotic experiences
46-0.0,0.0012788545743956763,46,Hand grip strength (left)
20439-0.0,0.0012528688356548204,20439,Frequency of depressed days during worst episode of depression
3526-0.0,0.0012493235798171313,3526,Mother's age at death
670-0.0,0.0012153099107835663,670,Type of accommodation lived in
20492-0.0,0.0012021588935666808,20492,Longest period of mania or irritability
20449-0.0,0.0010740311157021382,20449,Feelings of tiredness during worst episode of depression
47-0.0,0.0010585890531953697,47,Hand grip strength (right)
2110-0.0,0.0010100130706858568,2110,Able to confide
2188-0.0,0.000975162358577522,2188,"Long-standing illness, disability or infirmity"
20496-0.0,0.000941739496828797,20496,Felt distant from other people in past month
4079-0.0,0.0008873454750965455,4079,"Diastolic blood pressure, automated reading"
20546-0.0-3,0.0008705189420976998,20546,Drugs or alcohol  taken for depression
20462-0.0,0.0008572251031393811,20462,Distress caused by unusual or psychotic experiences
1488-0.0,0.0008527157175119037,1488,Tea intake
709-0.0,0.0008352083854488306,709,Number in household
20127-0.0,0.0008304053005336691,20127,Neuroticism score
2966-0.0,0.000825354632028339,2966,Age high blood pressure diagnosed
20434-0.0,0.0008013957263839864,20434,Age at last episode of depression
2090-0.0,0.0007858859680749959,2090,"Seen doctor (GP) for nerves, anxiety, tension or depression"
22040-0.0,0.0007858786570198159,22040,Summed MET minutes per week for all activity
20526-0.0,0.0007729978206487936,20526,Been in serious accident believed to be life-threatening
20116-0.0,0.0007669211970951267,20116,Smoking status
23100-0.0,0.0007580798184933468,23100,Whole body fat mass
3456-0.0,0.0007575288407605405,3456,Number of cigarettes currently smoked daily (current cigarette smokers)
1835-0.0,0.0007470028845121181,1835,Mother still alive
845-0.0,0.0007367995589194115,845,Age completed full time education
20403-0.0,0.0006969678966175179,20403,Amount of alcohol drunk on a typical drinking day
1329-0.0,0.0006770171614696124,1329,Oily fish intake
20524-0.0,0.0006723412373568365,20524,Sexual interference by partner or ex-partner without consent as an adult
23128-0.0,0.0006109688234214209,23128,Trunk fat mass
757-0.0,0.0006102765697221805,757,Time employed in main current job
4288-0.0,0.0006004020097309075,4288,Time to answer
23115-0.0,0.0005938320867627633,23115,Leg fat percentage (left)
20544-0.0-4,0.000581061067594589,20544,Depression diagnosed by professional
4581-0.0,0.000566706506287275,4581,Financial situation satisfaction
23112-0.0,0.000566243010138072,23112,Leg fat mass (right)
2080-0.0,0.0005648698044287579,2080,Frequency of tiredness / lethargy in last 2 weeks
1807-0.0,0.0005487117251958065,1807,Father's age at death
400-0.1,0.0005356170608866486,400,Time to complete round
20477-0.0,0.0005334568176420629,20477,Ever talked to a health professional about unusual or psychotic experiences
2060-0.0,0.0005321530733564541,2060,Frequency of unenthusiasm / disinterest in last 2 weeks
23104-0.0,0.0005312951021791461,23104,Body mass index (BMI)
2040-0.0,0.000530940615503317,2040,Risk taking
728-0.0,0.0005149844541943437,728,Number of vehicles in household
23124-0.0,0.0004978509663911753,23124,Arm fat mass (left)
20539-0.0,0.0004960664552025306,20539,Frequency of inability to stop worrying during worst period of anxiety
20519-0.0,0.0004817377691540171,20519,Recent feelings of tiredness or low energy
20022-0.0,0.00047883818891966733,20022,Birth weight
23116-0.0,0.00047253650322368317,23116,Leg fat mass (left)
4620-0.0,0.0004669704423941608,4620,Number of depression episodes
99999996-0.0,0.00046612216278304797,99999996,Mania
20160-0.0,0.0004642555308835026,20160,Ever smoked
20023-0.0,0.0004557697526814839,20023,Mean time to correctly identify matches
3436-0.0,0.00044486377783539547,3436,Age started smoking in current smokers
20548-0.0-8,0.00043508074969692874,20548,Manifestations of mania or irritability
767-0.0,0.0004348556605617997,767,Length of working week for main job
874-0.0,0.00042752243746611195,874,Duration of walks
1200-0.0,0.0004175858825239265,1200,Sleeplessness / insomnia
20504-0.0,0.00041086777975712896,20504,Ongoing addiction or dependence to over-the-counter medication
20456-0.0,0.0003969183771752774,20456,Ever addicted to illicit or recreational drugs
1279-0.0,0.00034475407988684596,1279,Exposure to tobacco smoke outside home
99999997-0.0,0.00033968075874189963,99999997,Happiness and subjective well-being
20408-0.0,0.0003386985129292055,20408,Frequency of memory loss due to drinking alcohol in last year
6350-2.0,0.0003345108678908632,6350,Duration to complete alphanumeric path (trail #2)
1845-0.0,0.00032488726334275786,1845,Mother's age
3486-0.0,0.0003185642417143646,3486,Ever tried to stop smoking
1369-0.0,0.00031233371931504766,1369,Beef intake
20431-0.0,0.0003109160976124594,20431,Ever addicted to a behaviour or miscellanous
23107-0.0,0.0003101139340726079,23107,Impedance of leg (right)
3426-0.0,0.0003028646606672592,3426,Job involves night shift work
23119-0.0,0.0002949890032831658,23119,Arm fat percentage (right)
1558-0.0,0.0002911738157479939,1558,Alcohol intake frequency.
826-0.0,0.0002873581277392136,826,Job involves shift work
23118-0.0,0.0002871997912751419,23118,Leg predicted mass (left)
20413-0.0,0.0002803518301707848,20413,Frequency of inability to cease drinking in last year
23113-0.0,0.00027681196600525985,23113,Leg fat-free mass (right)
20467-0.0,0.0002753717249884039,20467,Frequency of unusual or psychotic experiences in past year
20438-0.0,0.0002714292506942576,20438,Duration of worst depression
3476-0.0,0.00026293116734470937,3476,Difficulty not smoking for 1 day
1239-0.0,0.00026212513426951216,1239,Current tobacco smoking
99999993-0.0,0.0002570641496515922,99999993,PHQ9
1339-0.0,0.00025614755478431677,1339,Non-oily fish intake
20503-0.0,0.00025238687833557295,20503,Ever addicted to prescription or over-the-counter medication
20459-0.0,0.0002485945161552858,20459,General happiness with own health
23120-0.0,0.00024764061005743695,23120,Arm fat mass (right)
1438-0.0,0.0002469348402169012,1438,Bread intake
23117-0.0,0.0002464866276262263,23117,Leg fat-free mass (left)
21021-0.0,0.00024485400036256607,21021,Pulse wave Arterial Stiffness index
4598-0.0,0.000244480094724458,4598,Ever depressed for a whole week
5386-0.0,0.0002416575362255834,5386,Number of unenthusiastic/disinterested episodes
23108-0.0,0.00023650369437793508,23108,Impedance of leg (left)
4196-0.0,0.00022050113257820596,4196,Pulse wave peak to peak time
23099-0.0,0.00021858662676987976,23099,Body fat percentage
23114-0.0,0.00020855315761285213,23114,Leg predicted mass (right)
1180-0.0,0.0001920792927715744,1180,Morning/evening person (chronotype)
1080-0.0,0.00019179882214866517,1080,Time spent using computer
5057-0.0,0.00019150647566062296,5057,Number of older siblings
20534-0.0,0.00018876620849756336,20534,Sleeping too much
1050-0.0,0.0001872530014850306,1050,Time spend outdoors in summer
20537-0.0,0.00018660871379588413,20537,Frequency of difficulty controlling worry during worst period of anxiety
23109-0.0,0.0001841545594376132,23109,Impedance of arm (right)
20540-0.0,0.00018367758236566116,20540,Multiple worries during worst period of anxiety
20411-0.0,0.00017832039695606628,20411,Ever been injured or injured someone else through drinking alcohol
1498-0.0,0.00017220774835555598,1498,Coffee intake
1797-0.0,0.0001711374126285761,1797,Father still alive
23102-0.0,0.0001701950774361354,23102,Whole body water mass
1528-0.0,0.00016722135037073267,1528,Water intake
23130-0.0,0.0001668848923808507,23130,Trunk predicted mass
20463-0.0,0.0001665303385725552,20463,Ever heard an un-real voice
20551-0.0-1,0.0001616532543605443,20551,Substance of prescription or over-the-counter medication addiction
20460-0.0,0.00016125438182558124,20460,Belief that own life is meaningful
23110-0.0,0.00015835401823845573,23110,Impedance of arm (left)
23106-0.0,0.00015764253385904418,23106,Impedance of whole body
23123-0.0,0.00015515480565714195,23123,Arm fat percentage (left)
23105-0.0,0.00015374728625137848,23105,Basal metabolic rate
404-0.0,0.00015350678631431325,404,Duration to first press of snap-button in each round
5364-0.0,0.00014949667542160959,5364,Average weekly intake of other alcoholic drinks
