Feature,Importance,FieldID,FieldName
20500-0.0,0.17554803414743994,20500,Suffering mental distress 
20450-0.0,0.11622237281965747,20450,Feelings of worthlessness
20433-0.0,0.08178467440702002,20433,Age at first episode of depression
2100-0.0,0.07978295410349363,2100,Seen psychiatrists for  anxiety/depression
20437-0.0,0.07076306145009421,20437,Thoughts of death during depression
20499-0.0,0.05763182136270161,20499,Ever sought/received help for mental distress
20544-0.0-11,0.038950755044308845,20544,Depression diagnosed by professional
20531-0.0,0.030584368533188605,20531,Victim of sexual assault
20489-0.0,0.029619176992600277,20489,Felt loved as a child
99999992-0.0,0.02425661779759954,99999992,Traumatic events
2149-0.0,0.02082683810367461,2149,Lifetime number of sexual partners
20487-0.0,0.01772008871815749,20487,Felt hated by family member as a child
20523-0.0,0.01655618051896521,20523,Physical violence by partners
20436-0.0,0.01455700101134029,20436,Fraction of day affected during depression
20441-0.0,0.014059865945077863,20441,Prolonged loss of interest in normal activities
2139-0.0,0.012819340439609007,2139,Age first had sexual intercourse
20162-0.0,0.011949641753440704,20162,Smoking years as proportion of life span
20513-0.0,0.011165296334618132,20513,Recent thoughts of suicide or self-harm
20521-0.0,0.010126076736977987,20521,Belittlement by partners
20546-0.0-4,0.00995302065872579,20546,Drugs or alcohol  taken for depression
189-0.0,0.0065280447674529955,189,Townsend deprivation index 
699-0.0,0.00642214412958044,699,Length of time at current address
20461-0.0,0.0063039245382365,20461,Age at first psychotic experience
20161-0.0,0.0049626313354851365,20161,Pack years of smoking
20455-0.0,0.0044817748990882535,20455,Age when last took cannabis
3669-0.0,0.0041308469533245995,3669,Number of same-sex sexual partners
20488-0.0,0.004097904620338943,20488,Physically abused by family as a child
99999995-0.0,0.0036062058278443347,99999995,Mental distress
1458-0.0,0.0035156369087422437,1458,Cereal intake
1883-0.0,0.0032234128662490787,1883,Number of full sisters
99999998-0.0,0.0029308410749713616,99999998,Depression symptom
20493-0.0,0.002525590535149706,20493,Severity of problems due to mania or irritability
20501-0.0,0.0024985111056459726,20501,Ever had period of mania / excitability
680-0.0,0.0024119881413112772,680,Own or rent accommodation lived in
20454-0.0,0.0023730843634948012,20454,Maximum frequency of taking cannabis
20465-0.0,0.002326699067724999,20465,Number of times heard an un-real voice
1299-0.0,0.0019454207307597101,1299,Salad / raw vegetable intake
757-0.0,0.0019344359340156447,757,Time employed in main current job
20492-0.0,0.001872525224218789,20492,Longest period of mania or irritability
20522-0.0,0.0017816561134956213,20522,Been in a confiding relationship as an adult
1930-0.0,0.001720604135976411,1930,Miserableness
20536-0.0,0.0016336956927830734,20536,Weight change during worst episode of depression
20439-0.0,0.0015770011500692701,20439,Frequency of depressed days during worst episode of depression
20524-0.0,0.0015313778148570345,20524,Sexual interference by partner or ex-partner without consent as an adult
20406-0.0,0.001442563069234296,20406,Ever addicted to alcohol
2050-0.0,0.0014101690015130772,2050,Frequency of depressed mood in last 2 weeks
2946-0.0,0.001391645322846025,2946,Father's age
21022-0.0,0.0013884307701790034,21022,Age at recruitment
20160-0.0,0.0013342885279513065,20160,Ever smoked
1488-0.0,0.001322163842639486,1488,Tea intake
4288-0.0,0.001319989266939858,4288,Time to answer
20453-0.0,0.0013120055628143652,20453,Ever taken cannabis
767-0.0,0.0013049987383193368,767,Length of working week for main job
20496-0.0,0.0012792706574065286,20496,Felt distant from other people in past month
2159-0.0,0.0012512196620346565,2159,Ever had same-sex intercourse
47-0.0,0.0012343780570927192,47,Hand grip strength (right)
20403-0.0,0.001205088718158777,20403,Amount of alcohol drunk on a typical drinking day
20440-0.0,0.0011833305679838264,20440,Impact on normal roles during worst period of depression
20462-0.0,0.0011325693001003818,20462,Distress caused by unusual or psychotic experiences
23111-0.0,0.0011213804653757656,23111,Leg fat percentage (right)
20127-0.0,0.001090469211599921,20127,Neuroticism score
21000-0.0,0.0010622194473454475,21000,Ethnic background
1329-0.0,0.0010247499209638385,1329,Oily fish intake
20449-0.0,0.001014225951483377,20449,Feelings of tiredness during worst episode of depression
2188-0.0,0.001008202406866418,2188,"Long-standing illness, disability or infirmity"
3526-0.0,0.0010046456315552623,3526,Mother's age at death
2110-0.0,0.0009744923049982904,2110,Able to confide
20466-0.0,0.0009586099812353624,20466,Ever prescribed a medication for unusual or psychotic experiences
1807-0.0,0.0009151703644756778,1807,Father's age at death
22040-0.0,0.0008846523309306878,22040,Summed MET minutes per week for all activity
20410-0.0,0.0008608041613099144,20410,Age when known person last commented about drinking habits
20546-0.0-3,0.0008586764530061076,20546,Drugs or alcohol  taken for depression
20434-0.0,0.0007788633474977087,20434,Age at last episode of depression
3486-0.0,0.0007437208141539034,3486,Ever tried to stop smoking
20414-0.0,0.0007145486118787706,20414,Frequency of drinking alcohol
4079-0.0,0.0007089047284161376,4079,"Diastolic blood pressure, automated reading"
6350-2.0,0.0007082814365932402,6350,Duration to complete alphanumeric path (trail #2)
46-0.0,0.0007012558463532023,46,Hand grip strength (left)
709-0.0,0.000700681435328213,709,Number in household
4581-0.0,0.0006926803812714287,4581,Financial situation satisfaction
23115-0.0,0.0006923446240007772,23115,Leg fat percentage (left)
20526-0.0,0.0006460317818726322,20526,Been in serious accident believed to be life-threatening
3436-0.0,0.0006225159870862122,3436,Age started smoking in current smokers
1835-0.0,0.0005982560465621317,1835,Mother still alive
1339-0.0,0.0005832133321570129,1339,Non-oily fish intake
1289-0.0,0.000577636042188264,1289,Cooked vegetable intake
4620-0.0,0.000576021985595475,4620,Number of depression episodes
20539-0.0,0.0005666047503832945,20539,Frequency of inability to stop worrying during worst period of anxiety
1797-0.0,0.000552459145793687,1797,Father still alive
1369-0.0,0.0005495720720471455,1369,Beef intake
20477-0.0,0.000539518878305429,20477,Ever talked to a health professional about unusual or psychotic experiences
94-0.0,0.0005239384215501213,94,"Diastolic blood pressure, manual reading"
20490-0.0,0.0005203395753281309,20490,Sexually molested as a child
20404-0.0,0.0005162001090160329,20404,Ever physically dependent on alcohol
728-0.0,0.0005036439021619621,728,Number of vehicles in household
23104-0.0,0.000496136144665362,23104,Body mass index (BMI)
1309-0.0,0.0004788301202185992,1309,Fresh fruit intake
2966-0.0,0.0004585386769291972,2966,Age high blood pressure diagnosed
20022-0.0,0.00045741741126787794,20022,Birth weight
3456-0.0,0.00045355965916838516,3456,Number of cigarettes currently smoked daily (current cigarette smokers)
99999997-0.0,0.0004445296088267636,99999997,Happiness and subjective well-being
20416-0.0,0.00044357840301619607,20416,Frequency of consuming six or more units of alcohol
1438-0.0,0.00043477593662999826,1438,Bread intake
1873-0.0,0.00041185642596856906,1873,Number of full brothers
5386-0.0,0.00040866823455663827,5386,Number of unenthusiastic/disinterested episodes
1239-0.0,0.0003958503728227991,1239,Current tobacco smoking
