Feature,Importance,FieldID,FieldName
20450-0.0,0.15260736877755798,20450,Feelings of worthlessness
20500-0.0,0.12876975391232276,20500,Suffering mental distress 
20433-0.0,0.08868556355847154,20433,Age at first episode of depression
2100-0.0,0.08059664845886012,2100,Seen psychiatrists for  anxiety/depression
20437-0.0,0.07628146593531832,20437,Thoughts of death during depression
20499-0.0,0.0629392300821178,20499,Ever sought/received help for mental distress
20544-0.0-11,0.042298686544447836,20544,Depression diagnosed by professional
20531-0.0,0.029994295273253545,20531,Victim of sexual assault
20489-0.0,0.0259430390151404,20489,Felt loved as a child
2149-0.0,0.02291210854104056,2149,Lifetime number of sexual partners
99999992-0.0,0.020091092903232015,99999992,Traumatic events
20487-0.0,0.01892837546058901,20487,Felt hated by family member as a child
20521-0.0,0.018102447583984323,20521,Belittlement by partners
20523-0.0,0.01559942325562507,20523,Physical violence by partners
20436-0.0,0.014863968580193265,20436,Fraction of day affected during depression
20162-0.0,0.01220408995222951,20162,Smoking years as proportion of life span
2139-0.0,0.01155938281000977,2139,Age first had sexual intercourse
20546-0.0-4,0.010450483540025179,20546,Drugs or alcohol  taken for depression
699-0.0,0.007780827886375262,699,Length of time at current address
20441-0.0,0.007499336880393744,20441,Prolonged loss of interest in normal activities
20513-0.0,0.007480502009496691,20513,Recent thoughts of suicide or self-harm
189-0.0,0.007173029906765704,189,Townsend deprivation index 
20488-0.0,0.0069965845843123625,20488,Physically abused by family as a child
99999995-0.0,0.005638768174888268,99999995,Mental distress
20461-0.0,0.005210985775059714,20461,Age at first psychotic experience
3669-0.0,0.004038448349073869,3669,Number of same-sex sexual partners
20455-0.0,0.003793071875839262,20455,Age when last took cannabis
20161-0.0,0.003426115444379376,20161,Pack years of smoking
20454-0.0,0.0031253782454779824,20454,Maximum frequency of taking cannabis
1458-0.0,0.002565491659010446,1458,Cereal intake
20410-0.0,0.0025178409687210573,20410,Age when known person last commented about drinking habits
20501-0.0,0.002140703469873161,20501,Ever had period of mania / excitability
20493-0.0,0.0020654945965299675,20493,Severity of problems due to mania or irritability
20492-0.0,0.001976099650340574,20492,Longest period of mania or irritability
99999998-0.0,0.0019710861336653222,99999998,Depression symptom
46-0.0,0.0018221218532459033,46,Hand grip strength (left)
21000-0.0,0.0017511239380123798,21000,Ethnic background
728-0.0,0.0016794852980966959,728,Number of vehicles in household
2946-0.0,0.0016642279943451202,2946,Father's age
680-0.0,0.0016519282680667678,680,Own or rent accommodation lived in
20440-0.0,0.0016272138929582247,20440,Impact on normal roles during worst period of depression
