Feature,Importance,FieldID,FieldName
20450-0.0,0.15886401085470425,20450,Feelings of worthlessness
20500-0.0,0.1438581806181513,20500,Suffering mental distress 
20433-0.0,0.08778808269223604,20433,Age at first episode of depression
2100-0.0,0.08578223804942077,2100,Seen psychiatrists for  anxiety/depression
20437-0.0,0.07139192172186215,20437,Thoughts of death during depression
20499-0.0,0.04740566025524587,20499,Ever sought/received help for mental distress
20544-0.0-11,0.04413870649767417,20544,Depression diagnosed by professional
20531-0.0,0.035766040990243955,20531,Victim of sexual assault
20489-0.0,0.028888149609448056,20489,Felt loved as a child
2149-0.0,0.020093136695238597,2149,Lifetime number of sexual partners
20523-0.0,0.01748794907375089,20523,Physical violence by partners
99999992-0.0,0.017439589369331588,99999992,Traumatic events
20487-0.0,0.016153881111127377,20487,Felt hated by family member as a child
20521-0.0,0.01353450045638213,20521,Belittlement by partners
20436-0.0,0.012085560013395375,20436,Fraction of day affected during depression
20546-0.0-4,0.010910755827528866,20546,Drugs or alcohol  taken for depression
20162-0.0,0.010813893422860998,20162,Smoking years as proportion of life span
20513-0.0,0.010139588059567984,20513,Recent thoughts of suicide or self-harm
189-0.0,0.009973065872037308,189,Townsend deprivation index 
699-0.0,0.009058148118247235,699,Length of time at current address
2139-0.0,0.008172488853272951,2139,Age first had sexual intercourse
20441-0.0,0.005573834083689171,20441,Prolonged loss of interest in normal activities
20488-0.0,0.0055112010249259,20488,Physically abused by family as a child
20461-0.0,0.005267009443735427,20461,Age at first psychotic experience
3669-0.0,0.005039779622250903,3669,Number of same-sex sexual partners
1458-0.0,0.004278045910938823,1458,Cereal intake
20161-0.0,0.004230359412076538,20161,Pack years of smoking
680-0.0,0.0038255522280519574,680,Own or rent accommodation lived in
20455-0.0,0.003185001775020368,20455,Age when last took cannabis
99999995-0.0,0.0025783659760411155,99999995,Mental distress
20454-0.0,0.0023863915787147357,20454,Maximum frequency of taking cannabis
20536-0.0,0.002221860020690781,20536,Weight change during worst episode of depression
2159-0.0,0.002107591691096251,2159,Ever had same-sex intercourse
20501-0.0,0.0019837885872192253,20501,Ever had period of mania / excitability
20493-0.0,0.0018839063099194968,20493,Severity of problems due to mania or irritability
1930-0.0,0.0017404635459278676,1930,Miserableness
20492-0.0,0.001671278668833866,20492,Longest period of mania or irritability
20406-0.0,0.0016423426222071957,20406,Ever addicted to alcohol
2188-0.0,0.0016166100969137104,2188,"Long-standing illness, disability or infirmity"
2946-0.0,0.0015568333851115187,2946,Father's age
23111-0.0,0.0015440340580891185,23111,Leg fat percentage (right)
20465-0.0,0.0015304190432290524,20465,Number of times heard an un-real voice
2110-0.0,0.0015203638898122513,2110,Able to confide
99999998-0.0,0.0015143824294891971,99999998,Depression symptom
20403-0.0,0.001441712798188147,20403,Amount of alcohol drunk on a typical drinking day
46-0.0,0.001436000245376342,46,Hand grip strength (left)
1883-0.0,0.001327815781806899,1883,Number of full sisters
2060-0.0,0.0011825649134789464,2060,Frequency of unenthusiasm / disinterest in last 2 weeks
20439-0.0,0.001160747604665878,20439,Frequency of depressed days during worst episode of depression
21000-0.0,0.0011148692945224736,21000,Ethnic background
20522-0.0,0.00111052744081916,20522,Been in a confiding relationship as an adult
3526-0.0,0.0010922601327351363,3526,Mother's age at death
20496-0.0,0.0010878957467285858,20496,Felt distant from other people in past month
20440-0.0,0.0010327824509240985,20440,Impact on normal roles during worst period of depression
21022-0.0,0.0010270615687170252,21022,Age at recruitment
20116-0.0,0.0010233849656281345,20116,Smoking status
728-0.0,0.0009865296198966734,728,Number of vehicles in household
20414-0.0,0.0009690317689973777,20414,Frequency of drinking alcohol
3456-0.0,0.0009679467406658252,3456,Number of cigarettes currently smoked daily (current cigarette smokers)
20434-0.0,0.0008811294411340256,20434,Age at last episode of depression
767-0.0,0.0008221666103387887,767,Length of working week for main job
1835-0.0,0.0007906695931756177,1835,Mother still alive
757-0.0,0.0007841071737459778,757,Time employed in main current job
1807-0.0,0.0007370333300743552,1807,Father's age at death
20453-0.0,0.0007339481440243917,20453,Ever taken cannabis
99999991-0.0,0.0007313955271435299,99999991,Unusual and psychotic experiences
2966-0.0,0.0007208730181208207,2966,Age high blood pressure diagnosed
1279-0.0,0.0007169770316438614,1279,Exposure to tobacco smoke outside home
20462-0.0,0.0007122081059707389,20462,Distress caused by unusual or psychotic experiences
1299-0.0,0.0007091961913262583,1299,Salad / raw vegetable intake
1239-0.0,0.0007039915220671216,1239,Current tobacco smoking
20526-0.0,0.0007038828690818203,20526,Been in serious accident believed to be life-threatening
4581-0.0,0.0006917639398598166,4581,Financial situation satisfaction
20546-0.0-3,0.0006885047881475703,20546,Drugs or alcohol  taken for depression
4288-0.0,0.0006809479087981722,4288,Time to answer
23115-0.0,0.0006782005120227261,23115,Leg fat percentage (left)
20463-0.0,0.0006774811893982076,20463,Ever heard an un-real voice
20022-0.0,0.0006734705822861749,20022,Birth weight
20411-0.0,0.0006730002977671448,20411,Ever been injured or injured someone else through drinking alcohol
20127-0.0,0.0006719593046331713,20127,Neuroticism score
2090-0.0,0.0006593085399715634,2090,"Seen doctor (GP) for nerves, anxiety, tension or depression"
1488-0.0,0.0006536224307104294,1488,Tea intake
20466-0.0,0.0006509783633625619,20466,Ever prescribed a medication for unusual or psychotic experiences
20449-0.0,0.000649109338882995,20449,Feelings of tiredness during worst episode of depression
400-0.1,0.000646226622264597,400,Time to complete round
23104-0.0,0.0006404515333578123,23104,Body mass index (BMI)
20524-0.0,0.0006291803140691211,20524,Sexual interference by partner or ex-partner without consent as an adult
1050-0.0,0.0006184465430432884,1050,Time spend outdoors in summer
20410-0.0,0.0006082277198292821,20410,Age when known person last commented about drinking habits
4079-0.0,0.0005881227784481831,4079,"Diastolic blood pressure, automated reading"
23100-0.0,0.0005647176411122825,23100,Whole body fat mass
20456-0.0,0.0005614225454768735,20456,Ever addicted to illicit or recreational drugs
23124-0.0,0.0005595713868045329,23124,Arm fat mass (left)
1309-0.0,0.0005496828164743661,1309,Fresh fruit intake
20023-0.0,0.000548096815850269,20023,Mean time to correctly identify matches
1180-0.0,0.0005364266960867639,1180,Morning/evening person (chronotype)
23112-0.0,0.0005336014471674883,23112,Leg fat mass (right)
1950-0.0,0.000533555010889825,1950,Sensitivity / hurt feelings
20416-0.0,0.0005184387593423434,20416,Frequency of consuming six or more units of alcohol
20548-0.0-8,0.0005135443993778423,20548,Manifestations of mania or irritability
1329-0.0,0.0005057314268105266,1329,Oily fish intake
709-0.0,0.000503393324135715,709,Number in household
2040-0.0,0.0004836643121963843,2040,Risk taking
20539-0.0,0.0004716221703752179,20539,Frequency of inability to stop worrying during worst period of anxiety
1289-0.0,0.0004704116060641524,1289,Cooked vegetable intake
20477-0.0,0.00046174638203114453,20477,Ever talked to a health professional about unusual or psychotic experiences
845-0.0,0.00045064011199272367,845,Age completed full time education
20519-0.0,0.0004248748235224913,20519,Recent feelings of tiredness or low energy
20490-0.0,0.0004212911109450962,20490,Sexually molested as a child
1528-0.0,0.00041919985357391547,1528,Water intake
23119-0.0,0.00040260937867098076,23119,Arm fat percentage (right)
20544-0.0-4,0.00039878180552460293,20544,Depression diagnosed by professional
1797-0.0,0.0003979774625506926,1797,Father still alive
826-0.0,0.00039745046508634263,826,Job involves shift work
94-0.0,0.0003918576444319401,94,"Diastolic blood pressure, manual reading"
99999993-0.0,0.0003885189329068123,99999993,PHQ9
3486-0.0,0.0003838449965940904,3486,Ever tried to stop smoking
99999997-0.0,0.00038246789081520263,99999997,Happiness and subjective well-being
20160-0.0,0.00037079854195475504,20160,Ever smoked
23107-0.0,0.00036911442681225376,23107,Impedance of leg (right)
47-0.0,0.0003648332900441824,47,Hand grip strength (right)
22040-0.0,0.00035935790232145815,22040,Summed MET minutes per week for all activity
23128-0.0,0.0003574873343507454,23128,Trunk fat mass
874-0.0,0.0003535762643866032,874,Duration of walks
23116-0.0,0.00035317329693060497,23116,Leg fat mass (left)
23113-0.0,0.00035056913998186444,23113,Leg fat-free mass (right)
1558-0.0,0.0003497047840759005,1558,Alcohol intake frequency.
23108-0.0,0.0003483012581748733,23108,Impedance of leg (left)
