Feature,Importance,FieldID,FieldName
2050-0.0,0.001385946,2050,Frequency of depressed mood in last 2 weeks
3526-0.0,0.001355785,3526,Mother's age at death
2946-0.0,0.001345761,2946,Father's age
2188-0.0,0.001281237,2188,"Long-standing illness, disability or infirmity"
20449-0.0,0.001234952,20449,Feelings of tiredness during worst episode of depression
23111-0.0,0.001223397,23111,Leg fat percentage (right)
47-0.0,0.001176367,47,Hand grip strength (right)
21022-0.0,0.001128915,21022,Age at recruitment
20492-0.0,0.001103076,20492,Longest period of mania or irritability
2159-0.0,0.001102188,2159,Ever had same-sex intercourse
20403-0.0,0.001067895,20403,Amount of alcohol drunk on a typical drinking day
20462-0.0,0.001028479,20462,Distress caused by unusual or psychotic experiences
20411-0.0,0.001026318,20411,Ever been injured or injured someone else through drinking alcohol
20466-0.0,0.001002695,20466,Ever prescribed a medication for unusual or psychotic experiences
728-0.0,0.000990554,728,Number of vehicles in household
20526-0.0,0.000964313,20526,Been in serious accident believed to be life-threatening
1488-0.0,0.000949361,1488,Tea intake
20524-0.0,0.000902081,20524,Sexual interference by partner or ex-partner without consent as an adult
20434-0.0,0.000899346,20434,Age at last episode of depression
757-0.0,0.000884793,757,Time employed in main current job
1329-0.0,0.000790055,1329,Oily fish intake
20127-0.0,0.000789537,20127,Neuroticism score
4079-0.0,0.000775805,4079,"Diastolic blood pressure, automated reading"
1807-0.0,0.000739597,1807,Father's age at death
20544-0.0-4,0.000730585,20544,Depression diagnosed by professional
23100-0.0,0.0007232,23100,Whole body fat mass
2090-0.0,0.000722994,2090,"Seen doctor (GP) for nerves, anxiety, tension or depression"
20410-0.0,0.000720717,20410,Age when known person last commented about drinking habits
4581-0.0,0.000691016,4581,Financial situation satisfaction
2110-0.0,0.000688585,2110,Able to confide
4288-0.0,0.000688538,4288,Time to answer
20477-0.0,0.000682492,20477,Ever talked to a health professional about unusual or psychotic experiences
20453-0.0,0.000671338,20453,Ever taken cannabis
23128-0.0,0.000654875,23128,Trunk fat mass
23104-0.0,0.000650162,23104,Body mass index (BMI)
20414-0.0,0.000639726,20414,Frequency of drinking alcohol
20440-0.0,0.0006028,20440,Impact on normal roles during worst period of depression
20160-0.0,0.000572776,20160,Ever smoked
1239-0.0,0.000571695,1239,Current tobacco smoking
20519-0.0,0.000547613,20519,Recent feelings of tiredness or low energy
2040-0.0,0.000546171,2040,Risk taking
20546-0.0-3,0.000541225,20546,Drugs or alcohol  taken for depression
20116-0.0,0.000540085,20116,Smoking status
874-0.0,0.000537287,874,Duration of walks
20023-0.0,0.000534826,20023,Mean time to correctly identify matches
20548-0.0-8,0.00053353,20548,Manifestations of mania or irritability
6350-2.0,0.000525589,6350,Duration to complete alphanumeric path (trail #2)
2966-0.0,0.000518732,2966,Age high blood pressure diagnosed
1339-0.0,0.00051582,1339,Non-oily fish intake
23115-0.0,0.000504784,23115,Leg fat percentage (left)
1369-0.0,0.000502394,1369,Beef intake
23116-0.0,0.00050045,23116,Leg fat mass (left)
767-0.0,0.000491129,767,Length of working week for main job
400-0.1,0.000479879,400,Time to complete round
23124-0.0,0.000474094,23124,Arm fat mass (left)
2060-0.0,0.000465087,2060,Frequency of unenthusiasm / disinterest in last 2 weeks
94-0.0,0.000463419,94,"Diastolic blood pressure, manual reading"
709-0.0,0.0004621,709,Number in household
845-0.0,0.000447559,845,Age completed full time education
22040-0.0,0.000447192,22040,Summed MET minutes per week for all activity
23112-0.0,0.000444152,23112,Leg fat mass (right)
1180-0.0,0.000439685,1180,Morning/evening person (chronotype)
1797-0.0,0.000436927,1797,Father still alive
20456-0.0,0.000435195,20456,Ever addicted to illicit or recreational drugs
20022-0.0,0.00042904,20022,Birth weight
20496-0.0,0.000421824,20496,Felt distant from other people in past month
20416-0.0,0.000413707,20416,Frequency of consuming six or more units of alcohol
670-0.0,0.000402398,670,Type of accommodation lived in
5386-0.0,0.0003745,5386,Number of unenthusiastic/disinterested episodes
3456-0.0,0.000370012,3456,Number of cigarettes currently smoked daily (current cigarette smokers)
20463-0.0,0.000367838,20463,Ever heard an un-real voice
20539-0.0,0.000366818,20539,Frequency of inability to stop worrying during worst period of anxiety
1279-0.0,0.000365434,1279,Exposure to tobacco smoke outside home
1835-0.0,0.000343056,1835,Mother still alive
23107-0.0,0.000333484,23107,Impedance of leg (right)
1289-0.0,0.000332418,1289,Cooked vegetable intake
826-0.0,0.000329037,826,Job involves shift work
20504-0.0,0.000324708,20504,Ongoing addiction or dependence to over-the-counter medication
23117-0.0,0.000320012,23117,Leg fat-free mass (left)
3476-0.0,0.000315464,3476,Difficulty not smoking for 1 day
20467-0.0,0.000306993,20467,Frequency of unusual or psychotic experiences in past year
4620-0.0,0.000300508,4620,Number of depression episodes
23118-0.0,0.000298093,23118,Leg predicted mass (left)
3436-0.0,0.000290206,3436,Age started smoking in current smokers
4196-0.0,0.000285202,4196,Pulse wave peak to peak time
1438-0.0,0.000284421,1438,Bread intake
3426-0.0,0.000279665,3426,Job involves night shift work
20503-0.0,0.000271775,20503,Ever addicted to prescription or over-the-counter medication
23113-0.0,0.000261941,23113,Leg fat-free mass (right)
23101-0.0,0.000253275,23101,Whole body fat-free mass
20442-0.0,0.000245674,20442,Lifetime number of depressed periods
1309-0.0,0.000238846,1309,Fresh fruit intake
23129-0.0,0.00023833,23129,Trunk fat-free mass
20419-0.0,0.000237148,20419,Difficulty concentrating during worst period of anxiety
20431-0.0,0.000236288,20431,Ever addicted to a behaviour or miscellanous
1050-0.0,0.000235719,1050,Time spend outdoors in summer
2306-0.0,0.000231105,2306,Weight change compared with 1 year ago
23108-0.0,0.000230573,23108,Impedance of leg (left)
1845-0.0,0.000230182,1845,Mother's age
99999991-0.0,0.00022974,99999991,Unusual and psychotic experiences
21021-0.0,0.00022766,21021,Pulse wave Arterial Stiffness index
23120-0.0,0.000220305,23120,Arm fat mass (right)
20408-0.0,0.00021823,20408,Frequency of memory loss due to drinking alcohol in last year
23102-0.0,0.000217873,23102,Whole body water mass
23119-0.0,0.000217564,23119,Arm fat percentage (right)
2473-0.0,0.000216261,2473,Other serious medical condition/disability diagnosed by doctor
23109-0.0,0.000213458,23109,Impedance of arm (right)
404-0.0,0.000208831,404,Duration to first press of snap-button in each round
23105-0.0,0.000205638,23105,Basal metabolic rate
1950-0.0,0.000201738,1950,Sensitivity / hurt feelings
1873-0.0,0.000196154,1873,Number of full brothers
99999993-0.0,0.000194457,99999993,PHQ9
23130-0.0,0.000192945,23130,Trunk predicted mass
23110-0.0,0.000190216,23110,Impedance of arm (left)
1080-0.0,0.000189403,1080,Time spent using computer
99999997-0.0,0.00018609,99999997,Happiness and subjective well-being
23123-0.0,0.000174578,23123,Arm fat percentage (left)
1618-0.0,0.000173769,1618,Alcohol usually taken with meals
1200-0.0,0.000171893,1200,Sleeplessness / insomnia
20532-0.0,0.000169284,20532,Did your sleep change?
2080-0.0,0.000168232,2080,Frequency of tiredness / lethargy in last 2 weeks
22034-0.0,0.000166787,22034,Summed minutes activity
99999996-0.0,0.000163605,99999996,Mania
20548-0.0-9,0.00016273,20548,Manifestations of mania or irritability
4598-0.0,0.000154191,4598,Ever depressed for a whole week
20509-0.0,0.00015092,20509,Recent inability to stop or control worrying
20468-0.0,0.000150289,20468,Ever believed in an un-real conspiracy against self
20490-0.0,0.000147961,20490,Sexually molested as a child
20540-0.0,0.000145528,20540,Multiple worries during worst period of anxiety
20405-0.0,0.000144593,20405,"Ever had known person concerned about, or recommend reduction of, alcohol consumption"
20413-0.0,0.000144314,20413,Frequency of inability to cease drinking in last year
1498-0.0,0.000142593,1498,Coffee intake
5057-0.0,0.000142081,5057,Number of older siblings
23114-0.0,0.00014194,23114,Leg predicted mass (right)
4609-0.0,0.000138814,4609,Longest period of depression
20537-0.0,0.000135585,20537,Frequency of difficulty controlling worry during worst period of anxiety
3486-0.0,0.000135482,3486,Ever tried to stop smoking
4559-0.0,0.000134717,4559,Family relationship satisfaction
20535-0.0,0.000130721,20535,Waking too early
99999994-0.0,0.000127754,99999994,PHQ4
1528-0.0,0.000127626,1528,Water intake
20551-0.0-1,0.000124642,20551,Substance of prescription or over-the-counter medication addiction
1558-0.0,0.00012301,1558,Alcohol intake frequency.
23127-0.0,0.000115848,23127,Trunk fat percentage
1120-0.0,0.000115501,1120,Weekly usage of mobile phone in last 3 months
20527-0.0,0.000113418,20527,Been involved in combat or exposed to war-zone
23106-0.0,0.000112788,23106,Impedance of whole body
20510-0.0,0.00011122,20510,Recent feelings of depression
20458-0.0,0.000107574,20458,General happiness
4195-0.0,0.000104463,4195,Pulse wave reflection index
20409-0.0,0.000104386,20409,Frequency of feeling guilt or remorse after drinking alcohol in last year
20016-0.0,0.000103379,20016,Fluid intelligence score
6773-2.0,0.000102886,6773,Interval between previous point and current one in alphanumeric path (trail #2)
1070-0.0,0.000101997,1070,Time spent watching television (TV)
5375-0.0,0.000101815,5375,Longest period of unenthusiasm / disinterest
1767-0.0,9.74E-05,1767,Adopted as a child
6325-2.0,9.51E-05,6325,Duration to entering symbol choice
6348-2.0,9.51E-05,6348,Duration to complete numeric path (trail #1)
1379-0.0,9.29E-05,1379,Lamb/mutton intake
1920-0.0,8.95E-05,1920,Mood swings
22033-0.0,8.94E-05,22033,Summed days activity
23099-0.0,8.81E-05,23099,Body fat percentage
99999999-0.0,8.76E-05,99999999,Anxiety
20459-0.0,8.61E-05,20459,General happiness with own health
5496-0.0,8.60E-05,5496,Leg pain when walking ever disappears while walking
738-0.0,8.60E-05,738,Average total household income before tax
23125-0.0,8.55E-05,23125,Arm fat-free mass (left)
20448-0.0,8.44E-05,20448,Professional informed about depression
20404-0.0,8.25E-05,20404,Ever physically dependent on alcohol
20520-0.0,8.16E-05,20520,Recent worrying too much about different things
1319-0.0,8.03E-05,1319,Dried fruit intake
4631-0.0,7.82E-05,4631,Ever unenthusiastic/disinterested for a whole week
20534-0.0,7.73E-05,20534,Sleeping too much
20548-0.0-3,7.53E-05,20548,Manifestations of mania or irritability
884-0.0,7.21E-05,884,Number of days/week of moderate physical activity 10+ minutes
20417-0.0,7.21E-05,20417,"Tense, sore, or aching muscles during worst period of anxiety"
4194-0.0,7.16E-05,4194,Pulse rate
20197-2.0,6.96E-05,20197,Number of word pairs correctly associated
20438-0.0,6.90E-05,20438,Duration of worst depression
21004-2.0,6.90E-05,21004,Number of puzzles correct
20514-0.0,6.82E-05,20514,Recent lack of interest or pleasure in doing things
23126-0.0,6.49E-05,23126,Arm predicted mass (left)
1960-0.0,6.47E-05,1960,Fed-up feelings
23121-0.0,6.35E-05,23121,Arm fat-free mass (right)
1130-0.0,6.23E-05,1130,Hands-free device/speakerphone use with mobile phone in last 3 month
5518-0.0,6.14E-05,5518,Leg pain on walking : effect of standing still
20506-0.0,6.12E-05,20506,Recent feelings or nervousness or anxiety
20497-0.0,6.00E-05,20497,Repeated disturbing thoughts of stressful experience in past month
1518-0.0,5.89E-05,1518,Hot drink temperature
5364-0.0,5.72E-05,5364,Average weekly intake of other alcoholic drinks
1628-0.0,5.68E-05,1628,Alcohol intake versus 10 years previously
20505-0.0,5.44E-05,20505,Recent easy annoyance or irritability
20544-0.0-3,5.43E-05,20544,Depression diagnosed by professional
2887-0.0,5.34E-05,2887,Number of cigarettes previously smoked daily
23122-0.0,5.18E-05,23122,Arm predicted mass (right)
904-0.0,5.09E-05,904,Number of days/week of vigorous physical activity 10+ minutes
20425-0.0,5.08E-05,20425,Ever worried more than most people would in similar situation
20460-0.0,5.01E-05,20460,Belief that own life is meaningful
1031-0.0,4.96E-05,1031,Frequency of friend/family visits
23324-2.0,4.96E-05,23324,Number of symbol digit matches made correctly
20420-0.0,4.95E-05,20420,Longest period spent worried or anxious
894-0.0,4.73E-05,894,Duration of moderate activity
20418-0.0,4.72E-05,20418,Impact on normal roles during worst period of anxiety
20544-0.0-15,4.43E-05,20544,Depression diagnosed by professional
1717-0.0,4.40E-05,1717,Skin colour
4285-0.0,4.38E-05,4285,Time to complete test
1727-0.0,4.32E-05,1727,Ease of skin tanning
20541-0.0,4.31E-05,20541,Difficulty stopping worrying during worst period of anxiety
3761-0.0,4.15E-05,3761,"Age hay fever, rhinitis or eczema diagnosed"
2178-0.0,4.11E-05,2178,Overall health rating
6183-0.0,4.09E-05,6183,Number of cigarettes previously smoked daily (current cigar/pipe smokers)
1970-0.0,4.07E-05,1970,Nervous feelings
2926-0.0,3.97E-05,2926,Number of unsuccessful stop-smoking attempts
1269-0.0,3.88E-05,1269,Exposure to tobacco smoke at home
1359-0.0,3.85E-05,1359,Poultry intake
3496-0.0,3.81E-05,3496,Wants to stop smoking
1110-0.0,3.72E-05,1110,Length of mobile phone use
20530-0.0,3.71E-05,20530,Witnessed sudden violent death
2030-0.0,3.70E-05,2030,Guilty feelings
3731-0.0,3.61E-05,3731,Former alcohol drinker
1060-0.0,3.58E-05,1060,Time spent outdoors in winter
20544-0.0-6,3.56E-05,20544,Depression diagnosed by professional
399-0.1,3.55E-05,399,Number of incorrect matches in round
20515-0.0,3.55E-05,20515,Recent trouble relaxing
816-0.0,3.55E-05,816,Job involves heavy manual or physical work
20525-0.0,3.51E-05,20525,Able to pay rent/mortgage as an adult
20432-0.0,3.38E-05,20432,Ongoing behavioural or miscellanous addiction
20529-0.0,3.29E-05,20529,Victim of physically violent crime
20507-0.0,3.28E-05,20507,Recent feelings of inadequacy
1787-0.0,3.17E-05,1787,Maternal smoking around birth
20447-0.0,3.12E-05,20447,Depression possibly related to stressful or traumatic event
20547-0.0-1,3.03E-05,20547,Activities undertaken to treat depression
20517-0.0,2.83E-05,20517,"Trouble falling or staying asleep, or sleeping too much"
20428-0.0,2.82E-05,20428,Professional informed about anxiety
1777-0.0,2.75E-05,1777,Part of a multiple birth
20473-0.0,2.68E-05,20473,Number of times seen an un-real vision
1478-0.0,2.64E-05,1478,Salt added to food
1687-0.0,2.63E-05,1687,Comparative body size at age 10
2936-0.0,2.55E-05,2936,Likelihood of resuming smoking
6351-2.0,2.55E-05,6351,Total errors traversing alphanumeric path (trail #2)
20512-0.0,2.54E-05,20512,Recent feelings of foreboding
20427-0.0,2.50E-05,20427,Frequent trouble falling or staying asleep during worst period of anxiety
2020-0.0,2.46E-05,2020,"Loneliness, isolation"
4537-0.0,2.42E-05,4537,Work/job satisfaction
20426-0.0,2.39E-05,20426,Restless during period of worst anxiety
4282-0.0,2.34E-05,4282,Maximum digits remembered correctly
20401-0.0,2.34E-05,20401,Ever addicted to any substance or behaviour
20552-0.0-2,2.31E-05,20552,Behavioural and miscellaneous addictions
20544-0.0-10,2.28E-05,20544,Depression diagnosed by professional
20117-0.0,2.19E-05,20117,Alcohol drinker status
1408-0.0,2.13E-05,1408,Cheese intake
6333-2.0,2.12E-05,6333,Duration spent answering each puzzle
1677-0.0,2.11E-05,1677,Breastfed as a baby
4526-0.0,2.08E-05,4526,Happiness
20474-0.0,2.07E-05,20474,Ever believed in un-real communications or signs
1940-0.0,2.05E-05,1940,Irritability
1389-0.0,1.90E-05,1389,Pork intake
4642-0.0,1.88E-05,4642,Ever manic/hyper for 2 days
2237-0.0,1.85E-05,2237,Plays computer games
95-0.0,1.85E-05,95,Pulse rate (during blood-pressure measurement)
2000-0.0,1.78E-05,2000,Worry too long after embarrassment
1757-0.0,1.78E-05,1757,Facial ageing
4570-0.0,1.77E-05,4570,Friendships satisfaction
20491-0.0,1.77E-05,20491,Someone to take to doctor when needed as a child
4548-0.0,1.69E-05,4548,Health satisfaction
20542-0.0,1.67E-05,20542,Stronger worrying (than other people) during period of worst anxiety
1697-0.0,1.59E-05,1697,Comparative height size at age 10
20429-0.0,1.55E-05,20429,Easily tired during worst period of anxiety
6772-2.0,1.50E-05,6772,Interval between previous point and current one in numeric path (trail #1)
20435-0.0,1.48E-05,20435,Difficulty concentrating during worst depression
1170-0.0,1.36E-05,1170,Getting up in morning
4501-0.0,1.35E-05,4501,Non-accidental death in close genetic family
20498-0.0,1.31E-05,20498,Felt very upset when reminded of stressful experience in past month
5663-0.0,1.24E-05,5663,Length of longest manic/irritable episode
6373-2.0,1.21E-05,6373,Number of puzzles correctly solved
5485-0.0,1.18E-05,5485,Leg pain when walking normally
20494-0.0,1.17E-05,20494,Felt irritable or had angry outbursts in past month
4653-0.0,1.17E-05,4653,Ever highly irritable/argumentative for 2 days
5507-0.0,1.16E-05,5507,Leg pain on walking : action taken
1538-0.0,1.14E-05,1538,Major dietary changes in the last 5 years
20511-0.0,1.12E-05,20511,Recent poor appetite or overeating
20508-0.0,1.11E-05,20508,Recent trouble concentrating on things
20018-0.0,1.09E-05,20018,Prospective memory result
31-0.0,9.35E-06,31,Sex
20446-0.0,9.04E-06,20446,Ever had prolonged feelings of sadness or depression
1349-0.0,8.98E-06,1349,Processed meat intake
1220-0.0,8.80E-06,1220,Daytime dozing / sleeping (narcolepsy)
20548-0.0-5,8.74E-06,20548,Manifestations of mania or irritability
3799-0.0,8.08E-06,3799,Headaches for 3+ months
1980-0.0,7.99E-06,1980,Worrier / anxious feelings
403-0.0,7.73E-06,403,Number of times snap-button pressed
20422-0.0,7.56E-06,20422,More irritable than usual during worst period of anxiety
1990-0.0,7.39E-06,1990,Tense / 'highly strung'
20471-0.0,7.25E-06,20471,Ever seen an un-real vision
20548-0.0-2,7.22E-06,20548,Manifestations of mania or irritability
5474-0.0,7.09E-06,5474,Leg pain when walking uphill or hurrying
1747-0.0,6.84E-06,1747,"Hair colour (natural, before greying)"
20533-0.0,6.71E-06,20533,Trouble falling asleep
864-0.0,6.58E-06,864,Number of days/week walked 10+ minutes
20551-0.0-3,6.51E-06,20551,Substance of prescription or over-the-counter medication addiction
1210-0.0,6.47E-06,1210,Snoring
1548-0.0,6.35E-06,1548,Variation in diet
5674-0.0,6.10E-06,5674,Severity of manic/irritable episodes
6374-2.0,6.07E-06,6374,Number of puzzles viewed
20126-0.0,4.56E-06,20126,Bipolar and major depression status
2453-0.0,4.21E-06,2453,Cancer diagnosed by doctor
20528-0.0,3.72E-06,20528,Diagnosed with life-threatening illness
2070-0.0,3.58E-06,2070,Frequency of tenseness / restlessness in last 2 weeks
20538-0.0,3.55E-06,20538,Worried most days during period of worst anxiety
5463-0.0,3.44E-06,5463,Leg pain in calf/calves
3571-0.0,3.43E-06,3571,Back pain for 3+ months
2296-0.0,3.41E-06,2296,Falls in the last year
20548-0.0-6,3.40E-06,20548,Manifestations of mania or irritability
20445-0.0,3.27E-06,20445,Depression possibly related to childbirth
20421-0.0,3.19E-06,20421,"Ever felt worried, tense, or anxious for most of a month or longer"
20546-0.0-1,2.98E-06,20546,Drugs or alcohol  taken for depression
20549-0.0-4,0,20549,Substances taken for anxiety
20548-0.0-7,0,20548,Manifestations of mania or irritability
20544-0.0-18,0,20544,Depression diagnosed by professional
20544-0.0-2,0,20544,Depression diagnosed by professional
1190-0.0,0,1190,Nap during day
20551-0.0-4,0,20551,Substance of prescription or over-the-counter medication addiction
20547-0.0-3,0,20547,Activities undertaken to treat depression
20551-0.0-2,0,20551,Substance of prescription or over-the-counter medication addiction
20548-0.0-1,0,20548,Manifestations of mania or irritability
20550-0.0-3,0,20550,Activities undertaken to treat anxiety
6771-2.0,0,6771,Errors before selecting correct item in alphanumeric path (trail #2)
6770-2.0,0,6770,Errors before selecting correct item in numeric path (trail #1)
398-0.1,0,398,Number of correct matches in round
6349-2.0,0,6349,Total errors traversing numeric path (trail #1)
20550-0.0-1,0,20550,Activities undertaken to treat anxiety
20549-0.0-3,0,20549,Substances taken for anxiety
20549-0.0-1,0,20549,Substances taken for anxiety
20518-0.0,0,20518,Recent changes in speed/amount of moving or speaking
20544-0.0-12,0,20544,Depression diagnosed by professional
2463-0.0,0,2463,Fractured/broken bones in last 5 years
20502-0.0,0,20502,Ever had period extreme irritability
20495-0.0,0,20495,Avoided activities or situations because of previous stressful experience in past month
20423-0.0,0,20423,Keyed up or on edge during worst period of anxiety
20415-0.0,0,20415,Ongoing addiction to alcohol
20412-0.0,0,20412,Frequency of needing morning drink of alcohol after heavy drinking session in last year
20407-0.0,0,20407,Frequency of failure to fulfil normal expectations due to drinking alcohol in last year
20122-0.0,0,20122,Bipolar disorder status
2010-0.0,0,2010,Suffer from 'nerves'
20543-0.0,0,20543,Number of things worried about during worst period of anxiety
3773-0.0,0,3773,Knee pain for 3+ months
3404-0.0,0,3404,Neck/shoulder pain for 3+ months
2443-0.0,0,2443,Diabetes diagnosed by doctor
20544-0.0-13,0,20544,Depression diagnosed by professional
5540-0.0,0,5540,Surgery/amputation of toe or leg
5529-0.0,0,5529,Surgery on leg arteries (other than for varicose veins)
20544-0.0-17,0,20544,Depression diagnosed by professional
20544-0.0-5,0,20544,Depression diagnosed by professional
20544-0.0-1,0,20544,Depression diagnosed by professional
20516-0.0,0,20516,Recent restlessness
5452-0.0,0,5452,Leg pain when standing still or sitting
20544-0.0-7,0,20544,Depression diagnosed by professional
20544-0.0-14,0,20544,Depression diagnosed by professional
4728-0.0,0,4728,Leg pain on walking
20544-0.0-16,0,20544,Depression diagnosed by professional
20552-0.0-1,0,20552,Behavioural and miscellaneous addictions
